Column,code,product_name,generic_name,quantity,packaging_en,packaging_text,brands,brands_tags,categories,categories_tags,labels,labels_tags,first_packaging_code_geo,stores,ingredients_text,ingredients_analysis_tags,allergens,allergens_en,traces,traces_tags,traces_en,serving_size,serving_quantity,additives_n,additives,additives_tags,nutriscore_score,nutriscore_grade,nova_group,ecoscore_score,ecoscore_grade,nutrient_levels_tags,product_quantity,image_url,image_small_url,energy_kj_100g,energy_kcal_100g,energy_100g,energy_from_fat_100g,fat_100g,saturated_fat_100g,butyric_acid_100g,caproic_acid_100g,caprylic_acid_100g,capric_acid_100g,lauric_acid_100g,myristic_acid_100g,palmitic_acid_100g,stearic_acid_100g,arachidic_acid_100g,behenic_acid_100g,lignoceric_acid_100g,cerotic_acid_100g,montanic_acid_100g,melissic_acid_100g,unsaturated_fat_100g,monounsaturated_fat_100g,omega_9_fat_100g,polyunsaturated_fat_100g,omega_3_fat_100g,omega_6_fat_100g,alpha_linolenic_acid_100g,eicosapentaenoic_acid_100g,docosahexaenoic_acid_100g,linoleic_acid_100g,arachidonic_acid_100g,gamma_linolenic_acid_100g,dihomo_gamma_linolenic_acid_100g,oleic_acid_100g,elaidic_acid_100g,gondoic_acid_100g,mead_acid_100g,erucic_acid_100g,nervonic_acid_100g,trans_fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,added_sugars_100g,sucrose_100g,glucose_100g,fructose_100g,lactose_100g,maltose_100g,maltodextrins_100g,starch_100g,polyols_100g,erythritol_100g,fiber_100g,soluble_fiber_100g,insoluble_fiber_100g,proteins_100g,casein_100g,serum_proteins_100g,nucleotides_100g,salt_100g,added_salt_100g,sodium_100g,alcohol_100g,vitamin_a_100g,beta_carotene_100g,vitamin_d_100g,vitamin_e_100g,vitamin_k_100g,vitamin_c_100g,vitamin_b1_100g,vitamin_b2_100g,vitamin_pp_100g,vitamin_b6_100g,vitamin_b9_100g,folates_100g,vitamin_b12_100g,biotin_100g,pantothenic_acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits_vegetables_nuts_100g,fruits_vegetables_nuts_dried_100g,fruits_vegetables_nuts_estimate_100g,fruits_vegetables_nuts_estimate_from_ingredients_100g,collagen_meat_protein_ratio_100g,cocoa_100g,chlorophyl_100g,carbon_footprint_100g,carbon_footprint_from_meat_or_fish_100g,nutrition_score_fr_100g,nutrition_score_uk_100g,glycemic_index_100g,water_hardness_100g,choline_100g,phylloquinone_100g,beta_glucan_100g,inositol_100g,carnitine_100g,sulphate_100g,nitrate_100g,acidity_100g
103578,345330,Chocloate chip cookie,,6 oz,,,Trader Joe's,trader-joe-s,,,,,,,,,,,,,,,,,,,,unknown,,,unknown,,170.09713875,https://images.openfoodfacts.org/images/products/00345330/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/00345330/front_en.8.200.jpg,,435.29411764706,1821.0,,20.588235294118,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.764705882353,36.470588235294,,,,,,,,,,,2.9411764705882,,,5.2941176470588,,,,0.6029411764706,,0.24117647058824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103579,345347,Sparkling mineral water,,,,,Trader Joe's,trader-joe-s,"Beverages, Waters","en:beverages,en:waters",,,,Trader Joe's,"Natural mineral water, natural orange flavor, carbonation added.","en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",,,,,,8 OZA (240 ml),240.0,0.0,,,1.0,b,4.0,,not-applicable,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:salt-in-low-quantity",,https://images.openfoodfacts.org/images/products/00345347/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/00345347/front_en.6.200.jpg,,2.0833333333333,9.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.036458333333332,,0.0145833333333328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,
103617,345453,Sparkling mineral water Trader Joe’s,,,,,Trader Joe's,trader-joe-s,"Beverages, Waters","en:beverages,en:waters",,,,Trader Joe's,"Natural mineral water, natural mixed berry flavor, carbonated added.","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,,,8 OZA (240 ml),240.0,0.0,,,10.0,e,,,not-applicable,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",,https://images.openfoodfacts.org/images/products/00345453/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/00345453/front_en.6.200.jpg,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,0.0,,,,4.2857142857143,,1.71428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,10.0,,,,,,,,,,,
103645,345873,Organic Asparagus,,12 oz,,,Trader Joe's,trader-joe-s,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Vegetable rods, Asparagus","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:vegetable-rods,en:asparagus",,,,,,,,,,,,,,,,,,unknown,,70.0,b,,340.1942775,https://images.openfoodfacts.org/images/products/00345873/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00345873/front_en.3.200.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103681,346634,Farm raised Lightly Smoked Salmon,,5 oz,,,Trader Joe's,trader-joe-s,,,,,,,,,,,,,,,,,,,,unknown,,,unknown,,141.747615625,https://images.openfoodfacts.org/images/products/00346634/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00346634/front_en.3.200.jpg,,190.0,795.0,,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,21.0,,,,0.975,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104072,347655,soft white bread,,24 oz,,,Trader Joe's,trader-joe-s,Bread loaf,en:bread-loaf,"Organic, USDA Organic","en:organic,en:usda-organic",,,"ORGANIC WHEAT FLOUR, WATER, ORGANIC CANE SUGAR, ORGANIC HIGH OLEI SAFFLOWER OIL, SEA SALT, YEAST, ORGANIC CULTURED WHEAT STARCH (TO PRESERVE), ORGANIC POTATO FLOUR, ORGANIC MOLASSES, ORGANIC GROUND SESAME.","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,,,0g,0.0,0.0,,,5.0,c,3.0,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-moderate-quantity",680.388555,https://images.openfoodfacts.org/images/products/00347655/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00347655/front_en.3.200.jpg,,275.0,1151.0,,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,55.0,5.0,,,,,,,,,,,,,,7.5,,,,1.3125,,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,5.0,,,,,,,,,,,
104073,347662,soft wheat bread,,24 oz,,,Trader Joe's,trader-joe-s,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, White breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:white-breads","Organic, USDA Organic","en:organic,en:usda-organic",,,"ORGANIC WHEAT FLOUR, WATER, ORGANIC WHOLE WHEAT FLOUR, ORGANIC CANE SUGAR, ORGANIC WHEAT BRAN, ORGANIC HIGH OLEIC SAFFLOWER OIL, SEA SALT, YEAST, ORGANIC POTATO FLOUR, ORGANIC CULTURED WHEAT STARCH (TO PRESERVE), ORGANIC GROUND SESAME. CONTAINS WHEAT, SESAME.","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,,,,,0.0,,,5.0,c,3.0,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-moderate-quantity",680.388555,https://images.openfoodfacts.org/images/products/00347662/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00347662/front_en.3.200.jpg,,250.0,1046.0,,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,5.0,,,,,,,,,,,,,,7.5,,,,1.3125,,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,5.0,,,,,,,,,,,
104116,347976,Chocolate Chip Cookie Dunkers,,454g,Box,,Trader Joe's,trader-joe-s,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",No preservatives,en:no-preservatives,,Trader Joe's,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, CHOCOLATE CHIPS (SUGAR, CHOCOLAIE LIQUOR, COCOA BUTTER, DEXTROSE, SOY LECITHIN [AN EMULSIFIER], VANILLA EXTRACT), PALM OIL, COCONUT, EGG WHITES. NATURAL FLAVOR,SODIUM BICARBONATE, SALT, MOLASSES. CONTAINS WHEAT, SOY. COCONUT. EGG. MAY CONTAIN TRACES OF MILK, PEANUTS AND OTHER TREE NUTS","en:palm-oil,en:non-vegan,en:vegetarian-status-unknown",,,fr:milk peanuts,"en:milk,en:nuts,en:peanuts,fr:milk-peanuts","Milk,Nuts,Peanuts,fr:milk-peanuts",32g,32.0,2.0,,"en:e322,en:e322i,en:e500,en:e500ii",22.0,e,4.0,44.0,c,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",454.0,https://images.openfoodfacts.org/images/products/00347976/front_en.31.400.jpg,https://images.openfoodfacts.org/images/products/00347976/front_en.31.200.jpg,,500.0,2092.0,,25.0,14.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.625,31.25,,,,,,,,,,,3.125,,,6.25,,,,0.6640625,,0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83504231770834,,,,,,22.0,,,,,,,,,,,
104148,348058,sea salt,,,,,Trader Joe's,trader-joe-s,,,,,,Trader Joe's,Sea salt (99% pure sodium chloride).,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,,,1.5 g (0.25 tsp),1.5,0.0,,,,unknown,,,unknown,,,https://images.openfoodfacts.org/images/products/00348058/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/00348058/front_en.5.200.jpg,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,98.21418,,39.285672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
104521,349291,Ranch Seasoning Blend,,2 oz,,,Trader Joe's,trader-joe-s,,,,,,,,,,,,,,,,,,,,unknown,,,unknown,,56.69904625,https://images.openfoodfacts.org/images/products/00349291/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00349291/front_en.3.200.jpg,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,0.0,,,,16.25,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104523,349321,Oats & Seeds Non-Dairy Beverage,,,,,Trader Joe's,trader-joe-s,,,,,,,,,,,,,,,,,,,,unknown,,,unknown,,,https://images.openfoodfacts.org/images/products/00349321/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00349321/front_en.3.200.jpg,,41.666666666667,174.0,,1.4583333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4166666666667,1.25,,,,,,,,,,,0.83333333333333,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105450,350532,Sardines in olive oil,,,,,Trader Joe's,trader-joe-s,"Seafood, Fishes and their products, Canned foods, Fishes, Fatty fishes, Canned fishes, Sardines, Canned sardines, Sardines in oil, Sardines in olive oil","en:seafood,en:fishes-and-their-products,en:canned-foods,en:fishes,en:fatty-fishes,en:canned-fishes,en:sardines,en:canned-sardines,en:sardines-in-oil,en:sardines-in-olive-oil","Kosher, Orthodox Union Kosher","en:kosher,en:orthodox-union-kosher",,Trader Joe's,"Sardines, olive oil, salt.","en:palm-oil-free,en:non-vegan,en:non-vegetarian",,,,,,56 g (2 ONZ),,0.0,,,3.0,c,3.0,15.0,e,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity",,https://images.openfoodfacts.org/images/products/00350532/front_en.14.400.jpg,https://images.openfoodfacts.org/images/products/00350532/front_en.14.200.jpg,,250.0,1046.0,,16.25,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.018,0.0,0.0,,,,,,,,,,,0.0,,,23.75,,,,0.65625,,0.2625,,0.0,,,,,0.0,,,,,,,,,,,,,,0.071,,0.00129,,,,,,,,,,,,,,,,12.6640625,,,,,,3.0,,,,,,,,,,,
105852,353410,Chocolate covered bananas,,,,,Trader Joe’s,trader-joe-s,,,,,,,,,,,,,,43.0g,43.0,,,,,unknown,,,unknown,,,https://images.openfoodfacts.org/images/products/00353410/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00353410/front_en.3.200.jpg,,100.0,418.0,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,12.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105902,353588,Kalamata Olive Hummus,,8 oz,,,Trader Joe's,trader-joe-s,"Plant-based foods and beverages, Plant-based foods, Condiments, Spreads, Plant-based spreads, Salted spreads, Sauces, Dips, Hummus","en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spreads,en:plant-based-spreads,en:salted-spreads,en:sauces,en:dips,en:hummus",No preservatives,en:no-preservatives,,,,,,,,,,,,,,,5.0,c,,72.0,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",226.796185,https://images.openfoodfacts.org/images/products/00353588/front_en.11.400.jpg,https://images.openfoodfacts.org/images/products/00353588/front_en.11.200.jpg,,214.28571428571,897.0,,16.071428571429,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.285714285714,0.0,,,,,,,,,,,,,,7.1428571428571,,,,1.6071428571429,,0.64285714285716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
105903,353595,Hummus with Freshly Ground Horseradish,,8 oz,,,Trader Joe's,trader-joe-s,,,No preservatives,en:no-preservatives,,,,,,,,,,,,,,,,unknown,,,unknown,,226.796185,https://images.openfoodfacts.org/images/products/00353595/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00353595/front_en.3.200.jpg,,178.5714,747.0,,8.9286,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8571,0.0,,,,,,,,,,,,,,7.1429,,,,1.78571425,,0.7142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105914,353786,4 Brioche Burger Buns,,200 g,Mixed-plastic-film-wrapper,,Trader Joe's,trader-joe-s,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Sweet snacks, Breads, Viennoiseries, Special breads, Hamburger buns, Vienna bread","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:sweet-snacks,en:sweet-pastries-and-pies,en:breads,en:viennoiseries,en:special-breads,en:hamburger-buns,en:vienna-bread",,,,"Trader Joe's, Sainsbury's","Glutinous rice, soy sauce (soy bean, wheat, salt, water), sugar, modified starch (tapioca, potato), seaweed, chili, paprika oleoresin (as natural color).","en:palm-oil-free,en:vegan,en:vegetarian",,,,,,0.5 cup (30 g),30.0,2.0,,"en:e14xx,en:e160c",3.0,c,4.0,72.0,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-moderate-quantity,en:salt-in-moderate-quantity",200.0,https://images.openfoodfacts.org/images/products/00353786/front_en.11.400.jpg,https://images.openfoodfacts.org/images/products/00353786/front_en.11.200.jpg,,337.0,1410.0,,9.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,50.1,8.5,,,,,,,,,,,2.4,,,11.5,,,,0.88,,0.352,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0024,,,,,,,,,,,,,,,,19.2142857142857,,,,,,3.0,,,,,,,,,,,
106001,354882,Chicken pot poe,,16 oz,,,Trader Joe's,trader-joe-s,,,No artificial flavors,en:no-artificial-flavors,,,,,,,,,,,,,,,,unknown,,,unknown,,453.59237,https://images.openfoodfacts.org/images/products/00354882/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00354882/front_en.3.200.jpg,,3.9647577092511,17.0,,11.013215859031,5.2863436123348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.453744493392,1.3215859030837,,,,,,,,,,,,,,5.2863436123348,,,,0.80396475770925,,0.3215859030837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106740,357845,Madeleine cookies,,,,,Trader Joe's,trader-joe-s,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Madeleines","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:madeleines",,,,,,,,,,,,,,,,,22.0,e,,58.0,c,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",,https://images.openfoodfacts.org/images/products/00357845/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/00357845/front_fr.4.200.jpg,,441.0,1845.0,,20.58,13.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.76,35.29,,,,,,,,,,,,,,5.88,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,
109559,358781,Strawberries,,,,,Trader Joe's,trader-joe-s,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Berries, Strawberries","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:berries,en:strawberries",,,,,,,,,,,,,,,,,,unknown,,75.0,b,,,https://images.openfoodfacts.org/images/products/00358781/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00358781/front_en.3.200.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109560,358811,Trader Joe’s Oven Ready Breaded Cod Fillets,,16oz,,,Trader Joe’s,trader-joe-s,"Seafood, Fishes, Fish preparations, Breaded products, Breaded fish, Breaded cod fish","en:seafood,en:fishes-and-their-products,en:fishes,en:fish-preparations,en:breaded-products,en:breaded-fish,en:breaded-cod-fish",,,,,"INGREDIENTS: ALASKA COD UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), MODIFIED CORN STARCH, EXPELLER PRESSED CANOLA OIL. WATER,YELLOW CORN FLOUR, UNBLEACHED WHEAT FLOUR,SALT, SUGAR, GARLIC POWDER, ONION POWDER, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), INULIN (A NATURAL CHICORY ROOT EXTRACT), DRIED YEAST, SUNFLOWER OIL, SPICE, PAPRIKA EXTRACT (COLOR).","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,,,2 pieces,0.0,3.0,,"en:e160c,en:e450,en:e450i,en:e500,en:e500ii",10.0,c,4.0,1.0,e,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity",453.59237,https://images.openfoodfacts.org/images/products/00358811/front_en.13.400.jpg,https://images.openfoodfacts.org/images/products/00358811/front_en.13.200.jpg,,280.0,1172.0,,11.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,1.0,,,,,,,,,,,1.0,,,15.0,,,,1.8,,0.72,,,,,,,,,,,,,,,,,,,,,0.02,,0.00144,,,,,,,,,,,,,,,,0.37202380952381,,,,,,10.0,,,,,,,,,,,
109729,359276,Organic Shells & White Cheddar,,6 oz,,,Trader Joe's,trader-joe-s,"Meals, Pasta dishes, Macaroni and cheese","en:meals,en:pasta-dishes,en:macaroni-and-cheese",,,,"Trader Joe's,Sainsbury's","organic pasta shells (organic durum wheat, organic wheat), organic white cheddar cheese (organic cultured pasteurized milk, salt, non-animal enzymes) organic whey, salt, disodium phosphate, silicon dioxide (anticaking agent).","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",en:gluten,,,,,71 g (0.66 cup),,1.0,,en:e339ii,-1.0,a,4.0,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",170.09713875,https://images.openfoodfacts.org/images/products/00359276/front_en.20.400.jpg,https://images.openfoodfacts.org/images/products/00359276/front_en.20.200.jpg,,366.1972,1532.0,,4.9296,2.8169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.014,66.1972,7.0423,,,,,,,,,,,2.8169,,,14.0845,,,,0.0,,0.0,,4.23e-05,,,,,0.0,,,,,,,,,,,,,,0.141,,0.00101,,,,,,,,,,,,,,,,0.0,,,,,,-1.0,,,,,,,,,,,
109790,359825,milk chocolate covered mini pretzels,,40.0g,,,Trader Joe's,trader-joe-s,,,,,,Sainsbury's,,,,,,,,40.0g,40.0,,,,,unknown,,,unknown,,40.0,https://images.openfoodfacts.org/images/products/00359825/front_en.18.400.jpg,https://images.openfoodfacts.org/images/products/00359825/front_en.18.200.jpg,,500.0,2092.0,,21.428571428571,14.285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.857142857143,39.285714285714,,,,,,,,,,,3.5714285714286,,,7.1428571428571,,,,1.4285714285714,,0.57142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110043,361606,Orange juice no pulp 100% pure florida,,64 fl Oz (1.89 l),,,Trader joe's,trader-joe-s,,,No preservatives,en:no-preservatives,,Trader Joe's,,,,,,,,,,,,,,unknown,,,unknown,,1920.0,https://images.openfoodfacts.org/images/products/00361606/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00361606/front_en.3.200.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110045,361620,100% orange juice,,,,,Trader Joe's,trader-joe-s,,,,,,,,,,,,,,,,,,,,unknown,,,unknown,,,https://images.openfoodfacts.org/images/products/00361620/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/00361620/front_en.5.200.jpg,,45.833333333333,192.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.833333333333,9.1666666666667,,,,,,,,,,,,,,0.83333333333333,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110496,362603,Beef shepherd's pie,,16 oz,,,Trader Joe's,trader-joe-s,,,,,,,,,,,,,,,,,,,,unknown,,,unknown,,453.59237,https://images.openfoodfacts.org/images/products/00362603/front_en.9.400.jpg,https://images.openfoodfacts.org/images/products/00362603/front_en.9.200.jpg,,74.2358,311.0,,1.31,0.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1703,1.31,,,,,,,,,,,0.8734,,,6.9869,,,,0.63318775,,0.2532751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110506,362870,Organic Pasta Vegetable Radiatore,,,,,Trader Joe's,trader-joe-s,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas","Organic, USDA Organic","en:organic,en:usda-organic",,Trader Joe's,"Organic durum wheat semolina, spinach, beet, red bell pepper, paprika.","en:palm-oil-free,en:vegan,en:vegetarian",,,,,,0.75 cup (56 g),56.0,0.0,,,-4.0,a,1.0,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",,https://images.openfoodfacts.org/images/products/00362870/front_en.20.400.jpg,https://images.openfoodfacts.org/images/products/00362870/front_en.20.200.jpg,,200.0,837.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,41.0,2.0,,,,,,,,,,,2.0,,,7.0,,,,0.0125,,0.005,,0.0001071,,,,,0.0021,,,,,,,,,,,,,,0.036,,0.00257,,,,,,,,,,,,,,,,35.0,,,,,,-4.0,,,,,,,,,,,
110509,362993,Pitted Kalamata olives,,12 oz,,,Trader Joe's,trader-joe-s,,,,,,,,,,,,,,,,,,,,unknown,,,unknown,,340.1942775,https://images.openfoodfacts.org/images/products/00362993/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/00362993/front_en.3.200.jpg,,300.0,1255.0,,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.333333333333,0.0,,,,,,,,,,,,,,0.0,,,,4.3333333333333,,1.73333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110540,363341,Sparkling pink lemonade,,,,,Trader Joe's,trader-joe-s,,,,,,,,,,,,,,,,,,,,unknown,,,unknown,,,https://images.openfoodfacts.org/images/products/00363341/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/00363341/front_en.8.200.jpg,,54.1667,227.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9167,12.9167,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
